10,8,70
10,9,28
10,10,1149
10,11,55
10,14,24
10,15,64
10,16,13
10,17,45
10,12,35
10,19,26
10,21,67
10,22,25
10,24,4
10,26,15
10,27,9
10,29,8
10,30,14
10,31,13
10,32,13
10,33,13
10,34,3
10,35,25
10,36,7
10,37,8
10,25,41
10,40,9
10,43,6
10,42,22
10,18,20
10,44,6
10,46,19
10,6,37
10,49,55
10,51,3
11,2,49
11,3,10
11,5,57
11,48,43
11,7,14
11,8,35
11,9,11
11,10,100
11,11,1843
11,12,39
11,14,60
11,15,38
11,16,41
11,17,53
11,18,10
11,19,22
11,21,42
11,22,34
11,24,1
11,26,27
11,27,9
11,29,12
11,30,17
11,31,22
11,32,13
11,33,15
11,34,6
11,35,14
11,36,15
11,37,37
11,25,27
11,40,8
11,42,23
11,43,29
11,49,54
11,45,3
11,46,11
11,6,83
11,44,15
11,51,2
12,2,236
12,3,31
12,4,1
12,5,674
12,6,155
12,7,43
12,8,97
12,9,31
12,10,29
12,11,52
12,13,1
12,14,49
12,15,319
12,16,21
12,17,58
12,12,9188
12,19,91
12,21,130
12,22,135
12,24,1
12,26,61
12,27,21
12,29,1
12,30,42
12,31,31
12,32,123
12,33,26
12,34,15
12,35,31
12,36,11
12,37,84
12,25,30
12,40,34
12,43,10
12,42,50
12,18,27
12,44,20
12,45,1
12,46,100
12,47,2
12,48,114
12,49,61
12,51,228
13,18,1
13,45,2
13,21,1
13,6,1
13,22,1
13,35,2
13,13,4
14,2,12
14,3,44
14,4,1
14,5,29
14,48,29
14,7,15
14,8,44
14,9,37
14,10,69
14,11,69
14,12,39
14,13,1
14,14,1335
14,15,25
14,16,25
14,17,22
14,18,13
14,19,36
14,21,103
14,22,30
14,24,1
14,26,27
14,27,11
14,29,8
14,30,14
14,31,6
14,32,18
14,33,36
14,34,6
14,35,14
14,36,5
14,37,14
14,25,17
14,40,17
14,42,22
14,43,29
14,44,7
14,46,5
14,6,49
14,49,32
14,51,7
15,2,59
15,3,29
15,4,5
15,5,216
15,6,180
15,7,45
15,8,197
15,9,22
15,10,62
15,11,43
15,12,289
15,14,24
15,15,3620
15,16,30
15,17,48
15,18,23
15,19,97
15,21,93
15,22,99
15,24,6
15,26,41
15,27,25
15,29,23
15,30,44
15,31,19
15,32,107
15,33,28
15,34,8
15,51,18
15,36,17
15,37,59
15,25,48
15,40,71
15,42,34
15,43,14
15,49,31
15,45,3
15,46,35
15,47,2
15,48,76
15,44,35
15,35,10
16,2,30
16,3,31
16,5,12
16,6,32
16,7,7
16,8,26
16,9,13
16,10,1
16,11,23
16,12,31
16,14,29
16,15,29
16,16,810
16,17,12
16,18,25
16,19,24
16,21,35
16,22,18
16,24,2
16,26,56
16,27,10
16,30,16
16,31,22
16,32,16
16,33,19
16,34,18
16,35,11
16,36,19
16,37,18
16,25,10
16,40,7
16,42,14
16,43,3
16,44,7
16,46,8
16,48,11
16,49,14
16,51,3
17,2,38
17,3,2
17,4,6
17,5,152
17,6,43
17,7,18
17,8,61
17,9,14
17,10,9
17,11,37
17,14,26
17,15,39
17,16,13
17,17,3250
17,18,13
17,19,38
17,21,98
17,22,23
17,24,3
17,26,26
17,27,6
17,29,33
17,30,18
17,31,5
17,32,56
17,33,16
17,34,6
17,51,9
17,36,3
17,37,25
17,25,38
17,39,1
17,40,10
17,43,3
17,42,14
17,12,77
17,44,7
17,46,16
17,48,29
17,49,46
17,35,12
18,2,16
18,3,12
18,4,1
18,5,36
18,48,26
18,7,8
18,8,35
18,9,16
18,10,4
18,11,16
18,12,56
18,14,14
18,15,38
18,16,17
18,17,33
18,18,856
18,19,27
18,21,66
18,22,16
18,24,2
18,26,12
18,27,6
18,29,2
18,30,15
18,31,10
18,32,14
18,33,10
18,34,12
18,35,12
18,36,15
18,37,7
18,25,22
18,40,12
18,42,31
18,43,10
18,49,27
18,46,9
18,47,1
18,6,42
18,44,11
18,51,5
19,2,18
19,3,18
19,4,3
19,5,109
19,48,130
19,7,34
19,8,149
19,9,24
19,10,24
19,11,13
19,14,19
19,15,109
19,16,35
19,17,18
19,18,20
19,19,2386
19,21,96
19,22,102
19,24,4
19,26,21
19,27,9
19,29,6
19,30,18
19,31,4
19,32,51
19,33,18
19,34,6
19,51,3
19,36,7
19,37,82
19,25,8
19,40,17
19,43,5
19,42,23
19,12,97
19,49,21
19,45,2
19,46,35
19,47,1
19,6,77
19,44,28
19,35,22
20,30,1
20,35,2
20,21,6
20,19,9
20,31,13
20,5,1
20,32,1
20,20,12
20,46,1
20,6,3
20,22,3
20,8,5
20,9,2
20,49,7
20,36,1
20,44,1
21,2,16
21,3,7
21,4,3
21,5,39
21,6,162
21,7,13
21,8,30
21,9,26
21,10,39
21,11,25
21,14,24
21,15,67
21,16,18
21,17,71
21,12,125
21,19,68
21,21,4346
21,22,86
21,24,10
21,26,46
21,27,16
21,29,10
21,30,18
21,31,14
21,32,72
21,33,25
21,34,9
21,35,22
21,36,22
21,37,61
21,25,21
21,40,9
21,43,2
21,42,53
21,18,27
21,49,34
21,46,13
21,47,1
21,48,64
21,44,69
21,51,20
22,1,1
22,2,45
22,3,12
22,4,2
22,5,89
22,48,35
22,7,84
22,8,25
22,9,26
22,10,9
22,11,26
22,14,45
22,15,98
22,16,25
22,17,31
22,12,164
22,19,66
22,21,92
22,22,1745
22,24,7
22,26,21
22,27,6
22,29,6
22,30,31
22,31,9
22,32,76
22,33,37
22,34,5
22,35,55
22,36,13
22,37,91
22,25,32
22,39,2
22,40,512
22,43,12
22,42,35
22,18,15
22,44,14
22,46,29
22,47,1
22,6,97
22,49,16
22,51,9
23,15,1
23,29,2
23,16,3
23,40,1
23,27,1
23,19,1
23,33,1
23,21,3
23,48,1
23,23,10
23,11,2
23,37,1
23,14,1
24,3,2
24,5,8
24,48,5
24,8,3
24,9,1
24,10,1
24,11,1
24,14,3
24,15,19
24,16,2
24,17,3
24,12,10
24,21,28
24,22,20
24,24,246
24,26,7
24,29,2
24,30,1
24,49,3
24,32,7
24,33,1
24,34,1
24,35,2
24,36,1
24,37,4
24,40,1
24,42,1
24,18,1
24,6,29
24,44,5
24,51,1
25,2,9
25,3,1
25,6,8
25,7,3
25,8,1
25,9,1
25,11,1
25,17,1
25,18,3
25,19,3
25,21,29
25,22,1
25,26,3
25,30,1
25,32,1
25,33,3
25,36,1
25,25,586
25,42,10
25,12,4
25,46,8
25,49,2
26,2,3
26,3,4
26,4,1
26,5,8
26,6,60
26,7,2
26,8,12
26,9,6
26,10,4
26,11,20
26,12,37
26,14,33
26,15,30
26,16,16
26,17,15
26,18,6
26,19,14
26,21,54
26,22,11
26,23,1
26,26,1752
26,27,13
26,29,6
26,30,8
26,31,4
26,32,9
26,33,3
26,34,1
26,35,13
26,36,4
26,37,12
26,25,9
26,40,3
26,42,3
26,43,3
26,44,8
26,46,7
26,48,17
26,49,16
26,51,4
27,2,6
27,18,5
27,3,2
27,5,17
27,6,56
27,7,28
27,8,85
27,9,15
27,10,67
27,11,20
27,14,14
27,15,34
27,16,6
27,17,7
27,12,14
27,19,14
27,21,41
27,22,12
27,38,1
27,26,11
27,27,748
27,29,1
27,30,8
27,31,51
27,32,4
27,33,1
27,35,12
27,36,4
27,37,8
27,25,7
27,40,7
27,42,5
27,43,1
27,49,6
27,45,2
27,46,7
27,48,12
27,44,4
28,2,1
29,2,5
29,3,6
29,5,12
29,48,7
29,7,4
29,8,83
29,9,2
29,10,4
29,11,10
29,14,4
29,29,143
29,16,9
29,17,27
29,18,4
29,19,11
29,21,28
29,22,3
29,26,3
29,27,4
29,15,7
29,30,34
29,31,1
29,32,6
29,33,1
29,34,1
29,35,2
29,37,10
29,25,3
29,40,9
29,43,1
29,42,25
29,12,8
29,44,2
29,45,1
29,46,3
29,6,18
29,49,6
29,51,3
30,2,29
30,3,9
30,5,1
30,48,14
30,7,18
30,8,29
30,9,27
30,10,18
30,11,18
30,14,27
30,15,32
30,16,12
30,17,19
30,18,12
30,19,27
30,21,34
30,22,17
30,24,1
30,26,21
30,27,11
30,29,17
30,30,769
30,31,10
30,32,39
30,33,17
30,34,4
30,35,40
30,36,1
30,37,11
30,25,13
30,40,13
30,43,2
30,42,30
30,12,39
30,44,33
30,46,10
30,6,31
30,49,8
30,51,10
31,2,14
31,3,4
31,5,14
31,6,20
31,7,3
31,8,34
31,9,15
31,10,7
31,11,7
31,14,21
31,15,24
31,16,8
31,17,13
31,12,15
31,19,14
31,21,19
31,22,15
31,24,2
31,26,8
31,27,12
31,29,3
31,30,7
31,31,726
31,32,5
31,43,4
31,34,5
31,51,4
31,36,5
31,37,32
31,25,3
31,40,6
31,42,12
31,18,3
31,49,7
31,46,7
31,48,16
31,44,12
31,35,3
32,2,23
32,3,12
32,4,1
32,5,47
32,6,34
32,7,202
32,8,16
32,9,29
32,10,9
32,11,3
32,12,93
32,14,33
32,15,71
32,16,11
32,17,15
32,18,7
32,19,40
32,21,113
32,22,59
32,23,1
32,24,1
32,26,37
32,27,5
32,29,4
32,30,29
32,31,5
32,32,814
32,33,13
32,34,3
32,35,20
32,36,8
32,37,30
32,25,36
32,40,6
32,42,30
32,43,3
32,44,8
32,46,11
32,48,52
32,49,22
32,51,5
33,2,21
33,3,20
33,4,1
33,5,17
33,48,14
33,7,25
33,8,13
33,9,21
33,10,2
33,11,32
33,12,10
33,14,23
33,15,29
33,16,5
33,17,22
33,18,9
33,19,11
33,21,98
33,22,33
33,23,2
33,24,1
33,26,23
33,27,1
33,30,15
33,31,4
33,32,7
33,33,1264
33,34,6
33,51,5
33,36,24
33,37,13
33,25,35
33,40,12
33,42,13
33,43,22
33,44,9
33,46,39
33,6,84
33,49,9
33,35,5
34,2,4
34,3,5
34,4,2
34,5,3
34,48,6
34,7,7
34,8,6
34,9,31
34,10,6
34,11,6
34,14,11
34,15,7
34,16,19
34,17,1
34,12,6
34,19,6
34,21,67
34,22,4
34,26,28
34,30,10
34,31,1
34,32,6
34,33,3
34,34,129
34,51,11
34,36,5
34,37,9
34,25,39
34,42,4
34,18,1
34,44,3
34,46,11
34,6,7
34,49,2
34,35,1
35,2,35
35,18,6
35,3,2
35,5,20
35,48,12
35,7,8
35,8,14
35,9,55
35,10,12
35,11,3
35,14,10
35,15,31
35,16,10
35,17,17
35,12,48
35,19,10
35,21,23
35,22,17
35,24,1
35,26,9
35,27,47
35,29,1
35,30,46
35,31,8
35,32,19
35,33,12
35,34,1
35,35,2334
35,36,3
35,37,12
35,25,3
35,40,11
35,42,27
35,43,3
35,44,1
35,46,4
35,6,22
35,49,16
35,51,5
36,2,11
36,18,3
36,3,2
36,4,1
36,5,6
36,6,45
36,7,8
36,8,8
36,9,10
36,10,1
36,11,10
36,14,27
36,15,20
36,16,4
36,17,11
36,12,13
36,19,13
36,21,121
36,22,15
36,26,11
36,27,2
36,30,3
36,31,3
36,32,7
36,33,38
36,34,2
36,35,5
36,36,495
36,37,1
36,25,23
36,40,9
36,42,8
36,43,42
36,44,6
36,46,11
36,48,4
36,49,13
36,51,6
37,1,1
37,2,22
37,3,4
37,4,1
37,5,154
37,6,108
37,7,17
37,8,55
37,9,14
37,10,17
37,11,52
37,12,90
37,14,8
37,15,48
37,16,16
37,17,50
37,18,12
37,19,40
37,21,69
37,22,62
37,24,2
37,26,46
37,27,5
37,29,7
37,30,28
37,31,14
37,32,56
37,33,23
37,34,18
37,35,57
37,36,10
37,37,1069
37,25,14
37,40,19
37,42,30
37,43,3
37,49,28
37,45,5
37,46,12
37,48,77
37,44,16
37,51,25
38,5,1
38,12,1
38,7,15
38,8,15
38,38,1
39,39,13
39,15,3
39,30,2
39,40,12
39,12,1
39,19,2
39,18,1
39,33,1
39,21,13
39,34,1
39,6,1
39,7,5
39,9,4
39,10,2
39,22,15
39,36,1
39,42,1
39,25,4
40,2,42
40,3,107
40,4,1
40,5,11
40,6,50
40,7,34
40,8,181
40,9,32
40,10,7
40,11,5
40,14,22
40,15,87
40,16,24
40,17,28
40,12,63
40,19,54
40,21,45
40,22,216
40,24,1
40,26,13
40,27,7
40,29,17
40,30,18
40,31,13
40,32,26
40,33,18
40,34,2
40,35,37
40,36,4
40,37,15
40,25,1
40,39,2
40,40,3409
40,43,1
40,42,21
40,18,16
40,44,6
40,46,18
40,48,14
40,49,16
40,51,7
41,21,2
41,9,1
42,2,23
42,18,21
42,3,12
42,4,1
42,5,19
42,48,21
42,7,15
42,8,31
42,9,34
42,10,8
42,11,41
42,14,31
42,15,36
42,16,19
42,17,28
42,12,64
42,19,37
42,21,79
42,22,41
42,24,1
42,26,48
42,27,11
42,29,10
42,30,28
42,31,22
42,32,46
42,33,58
42,34,3
42,35,27
42,36,17
42,37,30
42,25,32
42,40,8
42,42,822
42,43,3
42,44,18
42,46,18
42,6,42
42,49,17
42,51,3
43,2,2
43,18,2
43,3,3
43,5,7
43,48,6
43,7,19
43,8,12
43,9,5
43,10,4
43,11,20
43,14,28
43,15,22
43,16,2
43,17,12
43,12,7
43,19,8
43,21,55
43,22,9
43,26,8
43,29,1
43,30,3
43,31,1
43,32,7
43,33,9
43,35,4
43,36,5
43,37,2
43,25,5
43,40,4
43,42,7
43,43,357
43,49,7
43,46,13
43,6,24
43,44,3
44,2,8
44,3,6
44,4,1
44,5,3
44,48,17
44,7,17
44,8,18
44,9,8
44,10,3
44,11,3
44,14,7
44,15,12
44,16,14
44,17,6
44,12,24
44,19,15
44,21,114
44,22,8
44,24,12
44,26,18
44,27,8
44,29,2
44,30,19
44,31,9
44,32,8
44,33,6
44,34,3
44,51,2
44,36,7
44,37,2
44,25,11
44,42,11
44,18,3
44,44,768
44,46,12
44,6,64
44,49,7
44,35,6
45,45,1
46,2,10
46,3,19
46,4,4
46,5,74
46,6,43
46,7,22
46,8,162
46,9,19
46,10,27
46,11,14
46,12,140
46,14,20
46,15,52
46,16,18
46,17,21
46,18,7
46,19,63
46,21,113
46,22,52
46,23,1
46,24,1
46,26,26
46,27,10
46,29,4
46,30,36
46,31,7
46,32,41
46,33,20
46,34,3
46,51,2
46,36,12
46,37,35
46,25,18
46,40,4
46,42,16
46,43,3
46,49,7
46,46,1095
46,48,33
46,44,4
46,50,1
46,35,11
47,48,2
47,7,2
47,8,4
47,44,1
47,11,3
47,15,14
47,16,3
47,12,6
47,19,3
47,21,4
47,22,5
47,26,1
47,27,1
47,29,1
47,30,2
47,31,1
47,33,3
47,51,1
47,36,1
47,37,2
47,25,2
47,42,2
47,46,4
47,47,25
47,6,3
47,49,3
47,35,1
48,2,22
48,3,104
48,4,1
48,5,106
48,48,1772
48,7,33
48,8,29
48,9,18
48,10,23
48,11,28
48,12,136
48,14,23
48,15,101
48,16,9
48,17,46
48,18,14
48,19,64
48,21,102
48,22,42
48,24,2
48,26,25
48,27,9
48,30,13
48,31,9
48,32,42
48,33,9
48,34,3
48,35,10
48,36,6
48,37,62
48,25,15
48,39,1
48,40,5
48,42,22
48,43,6
48,49,21
48,46,20
48,47,1
48,6,122
48,44,24
48,51,4
49,2,14
49,3,9
49,5,40
49,48,22
49,7,18
49,8,15
49,9,33
49,10,44
49,11,70
49,14,24
49,15,55
49,16,15
49,17,81
49,18,32
49,19,43
49,21,84
49,22,19
49,23,1
49,24,2
49,26,37
49,27,10
49,29,2
49,30,24
49,31,10
49,32,23
49,33,17
49,34,4
49,51,22
49,36,23
49,37,26
49,25,33
49,40,15
49,43,10
49,42,20
49,12,77
49,49,1554
49,45,15
49,46,15
49,6,85
49,44,23
49,35,19
50,29,2
50,17,1
50,8,1
50,50,5
50,12,2
51,2,14
51,3,3
51,5,1
51,48,2
51,7,3
51,8,5
51,9,1
51,10,1
51,11,4
51,15,29
51,16,1
51,17,35
51,18,2
51,19,1
51,21,8
51,26,1
51,30,10
51,32,2
51,33,1
51,34,6
51,51,700
51,37,5
51,42,1
51,12,120
51,46,1
51,6,5
51,44,2
